"Informazioni cronologiche","Genere:","Età","Paese di provenienza","In che gruppo etnico ti identifichi?","Qual è la tua religione?","Sei mai stato vittima di episodi di razzismo?","Ti consideri femminista?","Cosa pensi dei concetti di ""genere"" e ""disuguaglianza di genere""?","Pensi che il velo indossato dalla maggior parte delle donne musulmane sia un simbolo di sottomissione?","Pensi che il velo indossato dalle suore cattoliche sia un simbolo di sottomissione?","Puoi motivare la tua risposta alle due domande precedenti?","Alcuni gruppi femministi moderni usano la nudità per protestare contro il patriarcato e per dimostrare l'indipendenza femminile. Qual è la tua opinione a riguardo?","Pensi che il femminismo sia mai stato usato o  possa essere usato dalle potenze occidentali per giustificare i propri interessi nazionalistici, imperialistici ed economici?","Conosci i termini ""Femminismo bianco"" e ""Femminismo transnazionale""?","Ti senti rappresentata dal femminismo di oggi?"
"2020/05/24 6:43:11 AM EET","Femmina","50-69","Italy","Bianco","Cattolicesimo","No","Non lo so","Non lo so","Dipende","No","Per quanto riguarda la  prima domanda credo che se si tratta di libera scelta non sia simbolo di sottomissione. Nell’Islam puoi scegliere se portare o no il velo. Spesso però la realtà è ben diversa, non si può fare nessuna scelta se non esponendosi al rischio che la scelta stessa possa creare problemi nei tuoi rapporti familiari e sociali. Per quanto riguarda la  seconda domanda, le suore cattoliche lo diventano per scelta e la scelta di appartenere ad un gruppo/ordine/associazione implica il rispetto di alcune regole che per quanto mi riguarda dovrebbero comunque essere sempre riviste ed eventualmente corrette.","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Non lo so","No","Parzialmente"
"2020/05/24 6:54:34 AM EET","Femmina","30-49","Italy","Bianco","Non sono religiosa/o","No","No","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Sì","Sì","","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","No, non vedo come possa essere possibile","Potrei averne sentito parlare, ma non so esattamente cosa siano","Parzialmente"
"2020/05/24 7:23:18 AM EET","Femmina","18-29","Italy","Bianco","Cattolicesimo","No","Sì","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","No","No","È una dimostrazione del loro credo","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","No, non vedo come possa essere possibile","No","Parzialmente"
"2020/05/24 7:26:33 AM EET","Femmina","18-29","Italy","Bianco","Non sono religiosa/o","No","Non lo so","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Dipende","Sì","","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Non lo so","Sì, so perfettamente cosa sono","Parzialmente"
"2020/05/24 7:27:31 AM EET","Femmina","50-69","Italy","Bianco","Cattolicesimo","No","Non lo so","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","No","No","Penso che x entrambe si tratti usi e costumi in base alla provenienza e all'appartenenza","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","No, non vedo come possa essere possibile","Potrei averne sentito parlare, ma non so esattamente cosa siano","Parzialmente"
"2020/05/24 7:28:41 AM EET","Femmina","18-29","Italy","Bianco","Non sono religiosa/o","Sì","Sì","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Dipende","Dipende","Sono punti di vista","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","No, non vedo come possa essere possibile","Potrei averne sentito parlare, ma non so esattamente cosa siano","Parzialmente"
"2020/05/24 8:04:21 AM EET","Femmina","30-49","Italy","Bianco","Cattolicesimo","Sì","No","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Sì","No","","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","No, non vedo come possa essere possibile","No","Assolutamente no"
"2020/05/24 8:06:41 AM EET","Femmina","50-69","Italy","Bianco","Non sono religiosa/o","No","Non lo so","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Dipende","Dipende","Credo che si può parlare di sottomissione solo nel momento in cui la decisione di indossarlo non è volontaria .Secondo me la differenza sta nel fatto che il velo mussulmano è per lo più una scelta politica  mentre quello cristiano è solamente una scelta religiosa .","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","Sì","No","Sì, completamente"
"2020/05/24 8:14:51 AM EET","Femmina","30-49","Italy","Bianco","Cattolicesimo","Non lo so","No","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Dipende","Dipende","Penso che la maggior parte delle donne musulmane indossi il velo perché parte della loro cultura; le suore cristine scelgono la strada della consacrazione e accettano di conseguenza anche la veste. ","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","Non lo so","No","Parzialmente"
"2020/05/24 8:21:28 AM EET","Femmina","50-69","Italy","Bianco","Cattolicesimo","No","Sì","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","No","No"," Entrambe le cose fanno parte di una scelta ben precisa ","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Sì","Potrei averne sentito parlare, ma non so esattamente cosa siano","Parzialmente"
"2020/05/24 8:24:06 AM EET","Femmina","50-69","Italy","Bianco","Non sono religiosa/o","No","Sì","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Dipende","Sì","Le donne musulmane posso decidere se togliere il velo o meno(dipende anche dal pase in cui si trovano) mentre le suore devono sempre metterlo in quanto parte della ""divisa"" del loro credo. Ritengo che una donna musulmana e una suora siano due entità molto diverse, non solo per quanto riguarda la religione","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","No, non vedo come possa essere possibile","No","Sì, completamente"
"2020/05/24 8:26:08 AM EET","Maschio","18-29","Italy","Bianco","Non sono religiosa/o","Sì","Sì","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Dipende","Non lo so","","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Sì","Potrei averne sentito parlare, ma non so esattamente cosa siano",""
"2020/05/24 8:33:15 AM EET","Femmina","50-69","Italy","Bianco","Cattolicesimo","No","No","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Dipende","Dipende"," Dipende dal fatto che  la religione che si sposa sia stata un scelta libera o imposta per vari motivi.","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Sì","No","Parzialmente"
"2020/05/24 8:40:27 AM EET","Femmina","30-49","Italy","Bianco","Cattolicesimo","No","Sì","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Dipende","No","Le suore scelgono di esserlo alcune donne musulmane potrebbero essere obbligate a indossarlo","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Non lo so","No","Parzialmente"
"2020/05/24 8:42:27 AM EET","Femmina","30-49","Italy","Bianco","Cattolicesimo","No","No","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","No","No","È solo rispetto per la propria religione","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","Non lo so","No","Assolutamente no"
"2020/05/24 8:42:33 AM EET","Maschio","18-29","Italy","Bianco","Non sono religiosa/o","Sì","Sì","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Dipende","Non lo so","","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Sì","Potrei averne sentito parlare, ma non so esattamente cosa siano",""
"2020/05/24 8:43:44 AM EET","Femmina","50-69","Italy","Bianco","Cattolicesimo","No","Sì","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Dipende","No","Le donne musulmane hanno meno libertà . Se fosse sempre una loro libera scelta, sarei felice per loro. ","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","No, non vedo come possa essere possibile","Potrei averne sentito parlare, ma non so esattamente cosa siano","Parzialmente"
"2020/05/24 8:44:18 AM EET","Femmina","50-69","Italy","Bianco","Cattolicesimo","No","No","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Dipende","No","","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","Non lo so","No","Parzialmente"
"2020/05/24 8:45:42 AM EET","Femmina","50-69","Italy","Preferisco non dirlo","Cattolicesimo","No","No","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Sì","Sì","","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Sì","No","Assolutamente no"
"2020/05/24 8:46:43 AM EET","Femmina","30-49","Italy","Bianco","Cattolicesimo","No","No","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","No","No","tutte e due le situazioni riguardano una cultura legata alla religione scelta  ","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","No, non vedo come possa essere possibile","Potrei averne sentito parlare, ma non so esattamente cosa siano","Assolutamente no"
"2020/05/24 8:46:59 AM EET","Femmina","50-69","Italy","Bianco","Cattolicesimo","No","Sì","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Dipende","Dipende","in alcuni casi sono scelte personali fatte in assoluta libertà in altri casi sono il frutto di un obbligo contro la volontà della donna o conseguenza della nascita in una comunità ","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","No, non vedo come possa essere possibile","No","Parzialmente"
"2020/05/24 8:47:32 AM EET","Femmina","50-69","Macedonia","Bianco","Ortodossa ","No","No","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","No","No","Penso che sia di più un simbolo della appartenenza, il proprio credo.","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","Non lo so","No","Parzialmente"
"2020/05/24 8:49:39 AM EET","Femmina","30-49","Italy","Bianco","Cattolicesimo","Sì","Non lo so","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Dipende","No","","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","No, non vedo come possa essere possibile","No","Parzialmente"
"2020/05/24 8:50:10 AM EET","Femmina","50-69","Italy","Bianco","Cattolicesimo","No","Sì","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Sì","No","La seconda (velo suore) è una libera scelta, la prima (velo musulmane) a mio avviso quasi mai lo è","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","Non lo so","No","Parzialmente"
"2020/05/24 8:51:24 AM EET","Maschio","18-29","Italy","Bianco","Non sono religiosa/o","No","No","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Dipende","Sì","Il velo indossato dalle donne musulmane può rappresentare una serie di casi molto diversi tra loro, alcune donne sono costrette ad indossarlo altre credono nel valore simbolico e religioso del velo e lo indossano quindi spontaneamente. Le suore che hanno quasi sempre la possibilità di scegliere se essere suore o meno, dal momento in cui lo fanno accettano la sottomissione imposta dalla chiesa cattolica ","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Non lo so","No",""
"2020/05/24 8:51:46 AM EET","Femmina","50-69","Italy","Bianco","Cattolicesimo","No","No","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Dipende","No","Penso che sia una scelta ","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","Non lo so","No","Parzialmente"
"2020/05/24 8:52:32 AM EET","Femmina","50-69","Italy","Bianco","Non sono religiosa/o","No","Sì","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Dipende","Dipende","Non è una sottomissione solo se è una scelta della donna, se è imposto è una sottomissione","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Non lo so","Sì, so perfettamente cosa sono","Parzialmente"
"2020/05/24 8:53:52 AM EET","Femmina","50-69","Italy","Bianco","Cattolicesimo","No","No","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Sì","No","La suora è una scelta quindi anche il velo in base al ruolo ci sn anche quelle senza velo. Mentre le mussulmane è una imposizione e l’uomo comanda sempre.","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Sì","Sì, so perfettamente cosa sono","Parzialmente sì, ma sento che alcuni dei problemi che devo affrontare a causa della mia etnia non sono presi in considerazione"
"2020/05/24 8:54:54 AM EET","Femmina","50-69","Italy","Bianco","Cattolicesimo","Sì","Sì","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Dipende","No","Non tutte le donne mussulmane possono scegliere se indossare o meno il velo. Le suore seguono un percorso che le porta a decidere se accettare o meno i voti, l’abito, il velo e sono una piccolissima percentuale delle donne cristiane. ","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Non lo so","Sì, so perfettamente cosa sono","Parzialmente"
"2020/05/24 8:56:26 AM EET","Maschio","70-89","Italy","Bianco","Non sono religiosa/o","Sì","Sì","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Sì","Sì","Perché entrambi anche se scelte autonomamente sono comunque imposte da una ideologia dominante a cui la donna che lo indossa ( velo o burka) si è più o meno consciamente o inconsciamente sottomessa","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","No, non vedo come possa essere possibile","No",""
"2020/05/24 8:56:40 AM EET","Femmina","18-29","Italy","Bianco","Cattolicesimo","No","Sì","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Sì","No","","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","No, non vedo come possa essere possibile","Potrei averne sentito parlare, ma non so esattamente cosa siano","Parzialmente"
"2020/05/24 8:57:36 AM EET","Femmina","18-29","Italy","Bianco","Cattolicesimo","No","Sì","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Dipende","No","","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","Sì","Sì, so perfettamente cosa sono","Parzialmente"
"2020/05/24 8:58:17 AM EET","Femmina","50-69","Italy","Bianco","Cattolicesimo","No","Sì","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Dipende","No","Nel caso delle donne mussulmane se è volontariamente e deliberatamente indossato  a copertura parziale dei capelli della donna lasciando scoperti il viso, come del resto il velo delle suore, ha un significato per entrambe le religioni. ","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","Non lo so","Potrei averne sentito parlare, ma non so esattamente cosa siano","Parzialmente"
"2020/05/24 9:05:05 AM EET","Femmina","50-69","Italy","Bianco","Cattolicesimo","No","No","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Sì","No","Le donne mussulmane purtroppo sono all'80% sottomesse,e le suore lo usano x religione","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","No, non vedo come possa essere possibile","No","Parzialmente"
"2020/05/24 9:05:21 AM EET","Femmina","70-89","Italy","Bianco","Cattolicesimo","No","No","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Sì","Sì","Non condivido  i simboli ","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","Sì","Potrei averne sentito parlare, ma non so esattamente cosa siano","Assolutamente no"
"2020/05/24 9:05:28 AM EET","Femmina","50-69","Italy","Bianco","Cattolicesimo","No","No","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Sì","No","Quello delle suore e un uniforme . Non sono convinta che tutte le donne mussulmane vogliano portare il velo come libera scelta","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","No, non vedo come possa essere possibile","No","Parzialmente"
"2020/05/24 9:10:13 AM EET","Femmina","50-69","Italy","Bianco","Cattolicesimo","No","Sì","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Sì","Sì","Il velo rappresenta appartenga e sottomissione a un voto, a una credenza è un simbolo di appartenenza. Il termine sottomissione non significa non libertà ma  fare parte di un credo.","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","No, non vedo come possa essere possibile","Potrei averne sentito parlare, ma non so esattamente cosa siano","Parzialmente"
"2020/05/24 9:10:38 AM EET","Femmina","50-69","Italy","Bianco","Non sono religiosa/o","No","Sì","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Sì","Sì","In tutti e due i casi è imposto da altri","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","No, non vedo come possa essere possibile","No","Parzialmente"
"2020/05/24 9:11:55 AM EET","Femmina","50-69","Italy","Bianco","Atea","No","Sì","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Dipende","Dipende","","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Sì","Potrei averne sentito parlare, ma non so esattamente cosa siano","Parzialmente"
"2020/05/24 9:12:25 AM EET","Maschio","50-69","Italy","Bianco","Cattolicesimo","No","No","Non lo so","Sì","Sì","","Non lo so","Non lo so","No","Assolutamente no"
"2020/05/24 9:14:57 AM EET","Femmina","50-69","Italy","Bianco","Non sono religiosa/o","No","Sì","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Dipende","Non lo so","Dipende dalle tradizioni e da un concetto di non uguaglianza nei confronti della donna","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","Sì","No","Parzialmente"
"2020/05/24 9:19:29 AM EET","Femmina","18-29","Romania","Bianco","Ortodossismo","Sì","Non lo so","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","No","No","Un semplice indumento non dimostra sottomissione, ma è espressione della tradizione, della religione e della storia di un popolo. Sono i comportamenti e gli atteggiamenti osservabili a dimostrare se qualcuno è sottomesso o meno.","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Sì","No","Parzialmente"
"2020/05/24 9:21:17 AM EET","Femmina","50-69","Italy","Bianco","Non sono religiosa/o","No","Non lo so","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","No","Sì","Il velo x musulmane è una tradizione che spero con il tempo cambierà x le suore e' una scelta d","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Sì","No","Parzialmente"
"2020/05/24 9:22:13 AM EET","Femmina","50-69","Italy","Bianco","Cattolicesimo","No","Sì","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Sì","No","","Non lo so","No, non vedo come possa essere possibile","No","Sì, completamente"
"2020/05/24 9:22:53 AM EET","Femmina","18-29","Italy","Bianco","Cattolicesimo","No","Sì","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Dipende","No","","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","No, non vedo come possa essere possibile","No","Parzialmente sì, ma sento che alcuni dei problemi che devo affrontare a causa della mia etnia non sono presi in considerazione"
"2020/05/24 9:24:19 AM EET","Femmina","30-49","Italy","Bianco","Non sono religiosa/o","No","Sì","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","No","No","Nella maggioranza dei casi il velo è una scelta o una consuetudine","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Sì","Potrei averne sentito parlare, ma non so esattamente cosa siano","Parzialmente"
"2020/05/24 9:24:42 AM EET","Femmina","18-29","Italy","Bianco","Cattolicesimo","No","Sì","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Dipende","Dipende","","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Non lo so","Potrei averne sentito parlare, ma non so esattamente cosa siano","Parzialmente"
"2020/05/24 9:27:15 AM EET","Femmina","18-29","Italy","Bianco","Non sono religiosa/o","No","Sì","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Dipende","Non lo so","","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Non lo so","Sì, so perfettamente cosa sono","Sì, completamente"
"2020/05/24 9:28:49 AM EET","Femmina","50-69","Italy","Bianco","Cattolicesimo","No","Sì","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Sì","Sì","Tutto ciò che viene imposto è sottomissione. Ancora di più se ha lo scopo di renderci meno attraenti, solo perché la massa dei maschi ci vede come un oggetto di piacere","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","Sì","Potrei averne sentito parlare, ma non so esattamente cosa siano","Sì, completamente"
